painting_id,feature,x,y,width,height,color,rgb
b105,rect,0,220,39,344,white,#f2f6fa
b105,rect,47,220,290,188,blue,#3c4b7c
b105,rect,345,220,229,188,yellow,#f1da66
b105,rect,582,220,218,188,gray,#b2b4b6
b105,rect,808,220,56,488,red,#e84a36
b105,rect,872,220,46,488,white,#f8f8f8
b105,rect,47,416,290,148,black,#222020
b105,rect,345,416,229,148,white,#fefefe
b105,rect,582,416,218,292,black,#1d1d1e
b105,rect,0,572,153,202,gray,#b3b1bc
b105,rect,161,572,176,271,red,#e53e33
b105,rect,345,572,229,136,white,#f8f8f8
b105,rect,345,716,229,127,blue,#384968
b105,rect,582,716,218,127,yellow,#f1da66
b105,rect,808,716,110,184,white,#e5e0dd
b105,rect,0,782,153,118,white,#e3e5e8
b105,rect,161,851,413,49,black,#24211f
b105,rect,582,851,218,49,gray,#aba39c
b105,v-line,39,0,8,564,black,#000000
b105,v-line,337,0,8,843,black,#000000
b105,v-line,574,0,8,900,black,#000000
b105,v-line,800,0,8,900,black,#000000
b105,v-line,159,43,8,169,black,#000000
b105,v-line,864,220,8,488,black,#000000
b105,v-line,153,572,8,328,black,#000000
b105,h-line,47,35,290,8,black,#000000
b105,h-line,345,135,455,8,black,#000000
b105,h-line,0,212,918,8,black,#000000
b105,h-line,47,408,753,8,black,#000000
b105,h-line,0,564,574,8,black,#000000
b105,h-line,345,708,573,8,black,#000000
b105,h-line,0,774,153,8,black,#000000
b105,h-line,161,843,639,8,black,#000000
b106,rect,0,0,56,162,gray,#bcbdbe
b106,rect,61,0,311,36,blue,#2f5289
b106,rect,377,0,149,36,gray,#b8b9bc
b106,rect,531,0,44,162,yellow,#cecf24
b106,rect,61,41,311,121,white,#f5f6f7
b106,rect,377,41,149,121,red,#d8221a
b106,rect,0,167,56,168,red,#da1e18
b106,rect,61,167,153,168,yellow,#d8d425
b106,rect,219,167,152,168,yellow,#dbd728
b106,rect,377,167,149,337,blue,#2b5081
b106,rect,531,167,44,429,white,#fcfcfd
b106,rect,0,340,56,256,black,#0f0f0f
b106,rect,61,340,153,164,white,#f9f9fa
b106,rect,219,340,153,164,red,#de1f16
b106,rect,61,509,153,87,gray,#c1c2c3
b106,rect,219,509,153,87,black,#0b0b0b
b106,rect,377,509,149,87,yellow,#cbcf26
b106,rect,0,601,56,74,gray,#c1c3c4
b106,rect,61,601,153,74,gray,#b7b9bb
b106,rect,219,601,307,74,blue,#294b7f
b106,rect,531,601,44,74,blue,#284f84
b106,h-line,61,36,465,5,black,#000000
b106,h-line,0,162,573,5,black,#000000
b106,h-line,0,335,372,5,black,#000000
b106,h-line,61,504,465,5,black,#000000
b106,h-line,0,596,575,5,black,#000000
b106,v-line,56,2,5,667,black,#000000
b106,v-line,526,3,5,666,black,#000000
b106,v-line,372,5,5,591,black,#000000
b106,v-line,214,167,5,506,black,#000000
b106,end-gap,372,0,5,5,none,#b8b9bc
b106,end-gap,526,667,5,8,none,#284f84
b106,end-gap,573,162,2,2,yellow,#cecf24
b106,end-gap,573,164,2,3,white,#fcfcfd
b106,end-gap,56,0,2,2,gray,#bcbdbe
b106,end-gap,58,0,3,2,blue,#2f5289
b106,end-gap,56,669,5,6,gray,#bcbec0
b106,end-gap,526,0,2,3,gray,#b8b9bc
b106,end-gap,528,0,3,3,yellow,#cecf24
b106,end-gap,214,673,2,2,gray,#b7b9bb
b106,end-gap,216,673,3,2,blue,#294b7f
b107,rect,0,0,48,126,yellow,#c5d27e
b107,rect,53,0,159,126,red,#c04332
b107,rect,217,0,328,30,white,#d2dee6
b107,rect,550,0,60,126,red,#b63a26
b107,rect,217,35,161,91,gray,#adbac7
b107,rect,383,35,162,91,yellow,#c5d27e
b107,rect,0,131,48,254,white,#c9d5dd
b107,rect,53,131,159,254,blue,#436094
b107,rect,217,131,161,84,blue,#436091
b107,rect,383,131,86,84,red,#be3a28
b107,rect,474,131,71,84,blue,#4c70a0
b107,rect,550,131,60,84,white,#c9d5dd
b107,rect,217,220,161,165,blue,#446193
b107,rect,383,220,162,165,white,#c9d5dd
b107,rect,550,220,60,165,gray,#a7b4c1
b107,rect,0,390,48,213,gray,#abb9c5
b107,rect,53,390,159,82,yellow,#c5d27e
b107,rect,217,390,161,82,red,#b73624
b107,rect,383,390,162,170,black,#242424
b107,rect,550,390,60,170,blue,#5570a0
b107,rect,53,477,159,83,yellow,#c5d27e
b107,rect,217,477,161,83,red,#b73624
b107,rect,53,565,492,38,white,#cad7df
b107,rect,550,565,60,38,blue,#4f6a99
b107,v-line,212,0,5,560,black,#000000
b107,v-line,545,2,5,598,black,#000000
b107,v-line,48,4,5,594,black,#000000
b107,v-line,378,35,5,525,black,#000000
b107,v-line,469,131,5,84,black,#000000
b107,h-line,217,30,328,5,black,#000000
b107,h-line,0,126,607,5,black,#000000
b107,h-line,217,215,388,5,black,#000000
b107,h-line,0,385,610,5,black,#000000
b107,h-line,53,472,325,5,black,#000000
b107,h-line,53,560,557,5,black,#000000
b107,end-gap,545,0,5,2,none,#d2dee6
b107,end-gap,48,598,5,5,none,#abb9c5
b107,end-gap,545,600,5,3,none,#cad7df
b107,end-gap,48,0,2,4,yellow,#c5d27e
b107,end-gap,50,0,3,4,red,#c04332
b107,end-gap,607,126,3,2,red,#b63a26
b107,end-gap,607,128,3,3,white,#c9d5dd
b107,end-gap,605,215,5,2,white,#c9d5dd
b107,end-gap,605,217,5,3,gray,#a7b4c1
b108,rect,0,0,9,98,blue,#344f69
b108,rect,9,0,341,17,gray,#949d9b
b108,rect,357,0,289,17,yellow,#bbbd5a
b108,rect,5,24,106,74,black,#0e0b09
b108,rect,118,24,232,74,gray,#9fa4a2
b108,rect,357,24,202,180,white,#c6cdc8
b108,rect,566,24,80,180,white,#c8cecb
b108,rect,0,105,111,265,white,#c8cfcb
b108,rect,118,105,68,99,yellow,#c5c862
b108,rect,193,105,157,99,yellow,#cbcb66
b108,rect,118,211,68,159,yellow,#cccb5f
b108,rect,193,211,157,280,yellow,#cac65f
b108,rect,357,211,202,280,red,#c62726
b108,rect,566,211,80,280,blue,#395875
b108,rect,0,377,111,221,blue,#3e5a78
b108,rect,118,377,68,114,yellow,#cac75f
b108,rect,118,498,232,100,black,#0b0a08
b108,rect,357,498,202,100,white,#c6cdc8
b108,rect,566,498,80,219,red,#c93231
b108,rect,0,605,111,145,gray,#9fa4a4
b108,rect,118,605,232,112,gray,#9ba2a0
b108,rect,357,605,202,112,yellow,#cbca59
b108,rect,118,724,441,26,gray,#a6afad
b108,rect,566,724,80,26,gray,#8d9e92
b108,h-line,9,17,633,7,black,#000000
b108,h-line,9,98,550,7,black,#000000
b108,h-line,118,204,524,7,black,#000000
b108,h-line,2,370,184,7,black,#000000
b108,h-line,118,491,528,7,black,#000000
b108,h-line,3,598,556,7,black,#000000
b108,h-line,118,717,525,7,black,#000000
b108,v-line,350,0,7,717,black,#000000
b108,v-line,111,24,7,721,black,#000000
b108,v-line,559,24,7,719,black,#000000
b108,v-line,186,105,7,386,black,#000000
b108,end-gap,640,17,6,7,none,#c8cecb
b108,end-gap,0,98,9,7,none,#344f69
b108,end-gap,642,204,4,7,none,#395875
b108,end-gap,0,370,2,7,none,#3e5a78
b108,end-gap,0,598,3,7,none,#3e5a78
b108,end-gap,559,743,7,7,none,#8d9e92
b108,end-gap,111,745,7,5,none,#9fa4a4
b108,end-gap,643,717,3,3,red,#c93231
b108,end-gap,643,720,3,4,gray,#8d9e92
b109,rect,0,0,274,71,yellow,#f9e13e
b109,rect,279,0,145,71,white,#d4d1c8
b109,rect,429,0,135,71,black,#2a2a28
b109,rect,0,76,5,394,white,#cac9cd
b109,rect,10,76,55,197,blue,#49547e
b109,rect,70,76,204,197,red,#de2b36
b109,rect,279,76,145,83,blue,#48567a
b109,rect,429,76,68,83,white,#d3d3c9
b109,rect,502,76,62,83,white,#cdc8be
b109,rect,279,164,145,306,yellow,#fde342
b109,rect,429,164,135,228,white,#c9c6b9
b109,rect,10,278,55,192,white,#c5c5c5
b109,rect,70,278,204,192,red,#e42a35
b109,rect,429,397,69,73,red,#dc3b3e
b109,rect,503,397,61,73,white,#b9bdbc
b109,rect,0,475,65,155,yellow,#f7e53e
b109,rect,70,475,204,128,white,#c3c9c9
b109,rect,279,475,219,128,black,#262424
b109,rect,503,475,61,155,blue,#516381
b109,rect,70,608,428,22,white,#b4c1c3
b109,h-line,0,71,564,5,black,#000000
b109,h-line,279,159,281,5,black,#000000
b109,h-line,10,273,264,5,black,#000000
b109,h-line,429,392,135,5,black,#000000
b109,h-line,0,470,560,5,black,#000000
b109,h-line,70,603,428,5,black,#000000
b109,v-line,424,0,5,470,black,#000000
b109,v-line,274,4,5,599,black,#000000
b109,v-line,5,76,5,394,black,#000000
b109,v-line,65,76,5,549,black,#000000
b109,v-line,497,76,5,83,black,#000000
b109,v-line,498,397,5,229,black,#000000
b109,end-gap,274,0,5,4,none,#d4d1c8
b109,end-gap,560,470,4,5,none,#516381
b109,end-gap,498,626,5,4,none,#516381
b109,end-gap,560,159,4,5,white,#cbc7bc
b109,end-gap,65,625,2,5,yellow,#f7e53e
b109,end-gap,67,625,3,5,white,#b4c1c3
b113,rect,0,0,162,30,white,#fafafb
b113,rect,373,0,278,30,white,#f7f9f9
b113,rect,173,11,189,19,yellow,#f9fe6e
b113,rect,0,41,31,83,red,#f2281e
b113,rect,42,41,120,83,blue,#245d96
b113,rect,173,41,189,83,yellow,#fefe6a
b113,rect,373,41,219,83,white,#f2f6f6
b113,rect,603,41,48,83,black,#0f120f
b113,rect,0,135,31,468,white,#fefefe
b113,rect,42,135,198,134,white,#fefefe
b113,rect,251,135,111,134,white,#f0f3f3
b113,rect,373,135,219,134,blue,#185089
b113,rect,603,135,48,525,gray,#dee3e3
b113,rect,42,280,198,181,red,#f22418
b113,rect,251,280,111,226,black,#0c0c0c
b113,rect,373,280,39,226,blue,#174f8b
b113,rect,423,280,169,226,blue,#184e87
b113,rect,42,472,198,131,red,#f42c1a
b113,rect,251,517,111,86,yellow,#fefe5a
b113,rect,373,517,219,86,blue,#16528e
b113,rect,0,614,31,139,white,#e7edeb
b113,rect,42,614,198,117,white,#f7f7f8
b113,rect,251,614,111,87,yellow,#fdfe60
b113,rect,373,614,219,87,black,#080b0b
b113,rect,603,671,48,82,yellow,#fefe76
b113,rect,251,712,341,41,white,#ffffff
b113,rect,42,742,198,11,white,#fbfdfb
b113,v-line,162,0,11,124,black,#000000
b113,v-line,362,0,11,701,black,#000000
b113,v-line,31,41,11,712,black,#000000
b113,v-line,592,41,11,712,black,#000000
b113,v-line,240,135,11,618,black,#000000
b113,v-line,412,280,11,226,black,#000000
b113,h-line,173,0,189,11,black,#000000
b113,h-line,0,30,651,11,black,#000000
b113,h-line,0,124,651,11,black,#000000
b113,h-line,42,269,550,11,black,#000000
b113,h-line,42,461,198,11,black,#000000
b113,h-line,251,506,341,11,black,#000000
b113,h-line,0,603,592,11,black,#000000
b113,h-line,603,660,48,11,black,#000000
b113,h-line,251,701,341,11,black,#000000
b113,h-line,42,731,198,11,black,#000000
b114,rect,0,0,63,90,gray,#b7b7b5
b114,rect,73,0,112,90,white,#f7f7f7
b114,rect,195,0,222,90,yellow,#fce92e
b114,rect,427,0,183,25,white,#f4f3f4
b114,rect,427,35,90,129,black,#11110e
b114,rect,527,35,83,291,gray,#b5b5b5
b114,rect,0,100,63,362,red,#a62623
b114,rect,73,100,112,226,black,#101010
b114,rect,195,100,222,226,white,#f3f3f1
b114,rect,427,174,90,152,yellow,#fde923
b114,rect,73,336,112,126,gray,#bbbebd
b114,rect,195,336,222,126,blue,#344860
b114,rect,427,336,90,59,gray,#c7c8c8
b114,rect,527,336,83,126,gray,#bebebe
b114,rect,427,405,90,57,gray,#bfc2c2
b114,rect,0,472,63,52,white,#e5e6e2
b114,rect,73,472,112,52,gray,#bebebe
b114,rect,195,472,415,52,white,#ededea
b114,v-line,185,4,10,512,black,#000000
b114,v-line,417,4,10,458,black,#000000
b114,v-line,63,15,10,499,black,#000000
b114,v-line,517,35,10,427,black,#000000
b114,h-line,427,25,178,10,black,#000000
b114,h-line,5,90,412,10,black,#000000
b114,h-line,427,164,90,10,black,#000000
b114,h-line,73,326,537,10,black,#000000
b114,h-line,427,395,90,10,black,#000000
b114,h-line,5,462,601,10,black,#000000
b114,end-gap,63,0,10,15,none,#b7b7b5
b114,end-gap,417,0,10,4,none,#fce92e
b114,end-gap,606,462,4,10,none,#bebebe
b114,end-gap,185,515,10,9,none,#bebebe
b114,end-gap,185,0,5,4,white,#f7f7f7
b114,end-gap,190,0,5,4,yellow,#fce92e
b114,end-gap,63,514,5,10,white,#e5e6e2
b114,end-gap,68,514,5,10,gray,#bebebe
b114,end-gap,605,25,5,5,white,#f4f3f4
b114,end-gap,605,30,5,5,gray,#b5b5b5
b114,end-gap,0,90,5,5,gray,#b7b7b5
b114,end-gap,0,95,5,5,red,#a62623
b114,end-gap,0,462,5,5,red,#a62623
b114,end-gap,0,467,5,5,white,#e5e6e2
b115,rect,0,0,41,154,red,#c46e3b
b115,rect,55,0,256,22,gray,#b5c5ce
b115,rect,325,0,175,154,white,#eaf9fa
b115,rect,55,22,256,132,black,#160e11
b115,rect,0,168,41,296,red,#c46e3b
b115,rect,55,168,109,296,white,#eaf9fa
b115,rect,178,168,133,202,white,#eaf9fa
b115,rect,325,168,79,202,white,#eaf9fa
b115,rect,418,168,82,202,white,#eaf9fa
b115,rect,178,384,226,80,white,#eaf9fa
b115,rect,418,384,82,259,yellow,#f0d212
b115,rect,0,478,41,268,gray,#b5c5ce
b115,rect,55,478,109,149,gray,#b5c5ce
b115,rect,178,478,226,149,white,#eaf9fa
b115,rect,55,641,109,105,blue,#2f3582
b115,rect,178,641,226,132,white,#eaf9fa
b115,rect,418,643,82,157,black,#150d10
b115,rect,0,760,164,40,gray,#b5c5ce
b115,rect,178,787,226,13,gray,#b5c5ce
b115,h-line,0,154,500,14,black,#000000
b115,h-line,178,370,322,14,black,#000000
b115,h-line,4,464,400,14,black,#000000
b115,h-line,55,627,349,14,black,#000000
b115,h-line,16,746,148,14,black,#000000
b115,h-line,178,773,226,14,black,#000000
b115,v-line,311,0,14,370,black,#000000
b115,v-line,41,14,14,732,black,#000000
b115,v-line,164,168,14,625,black,#000000
b115,v-line,404,168,14,632,black,#000000
b115,end-gap,0,464,4,14,none,#b5c5ce
b115,end-gap,0,746,16,14,none,#b5c5ce
b115,end-gap,164,793,14,7,none,#b5c5ce
b115,end-gap,41,0,7,14,red,#c46e3b
b115,end-gap,48,0,7,14,gray,#b5c5ce
b116,rect,0,0,400,16,yellow,#fff640
b116,rect,413,0,314,37,blue,#40507f
b116,rect,0,29,79,140,black,#252526
b116,rect,92,29,308,140,gray,#d9d9e7
b116,rect,413,50,275,153,black,#252526
b116,rect,701,50,26,700,white,#fefeff
b116,rect,0,182,79,116,blue,#45598d
b116,rect,92,182,167,116,white,#fefefe
b116,rect,272,182,128,116,white,#fefefe
b116,rect,413,216,275,367,red,#f13423
b116,rect,0,311,79,335,yellow,#fefb38
b116,rect,92,311,167,272,white,#fefefe
b116,rect,272,311,128,272,white,#fefefe
b116,rect,92,596,167,154,black,#141412
b116,rect,272,596,128,154,yellow,#fef214
b116,rect,413,596,275,154,white,#fafafc
b116,rect,0,659,79,226,gray,#c8c9d0
b116,rect,92,763,167,71,gray,#c3c2c7
b116,rect,272,763,128,71,yellow,#fce326
b116,rect,413,763,275,99,gray,#bfbfc0
b116,rect,701,763,26,122,black,#262832
b116,rect,92,847,308,38,red,#d72a23
b116,rect,413,875,275,10,gray,#b9b9b7
b116,v-line,400,0,13,885,black,#000000
b116,v-line,79,29,13,833,black,#000000
b116,v-line,688,50,13,835,black,#000000
b116,v-line,259,182,13,652,black,#000000
b116,h-line,0,16,400,13,black,#000000
b116,h-line,413,37,314,13,black,#000000
b116,h-line,5,169,395,13,black,#000000
b116,h-line,413,203,275,13,black,#000000
b116,h-line,10,298,390,13,black,#000000
b116,h-line,92,583,596,13,black,#000000
b116,h-line,6,646,73,13,black,#000000
b116,h-line,92,750,635,13,black,#000000
b116,h-line,92,834,308,13,black,#000000
b116,h-line,413,862,275,13,black,#000000
b116,end-gap,0,169,5,13,none,#252526
b116,end-gap,0,298,10,13,none,#45598d
b116,end-gap,0,646,6,13,none,#fefb38
b116,end-gap,79,862,6,23,gray,#c8c9d0
b116,end-gap,85,862,7,23,red,#d72a23
b117,rect,0,0,149,57,white,#f0f5f4
b117,rect,162,0,338,228,blue,#2c5399
b117,rect,0,70,149,284,gray,#dfe5e5
b117,rect,162,241,173,113,blue,#2b5094
b117,rect,348,241,152,113,blue,#285093
b117,rect,0,367,54,146,red,#ec2a09
b117,rect,67,367,82,146,black,#010101
b117,rect,162,367,173,146,white,#fafdf8
b117,rect,348,367,111,146,white,#f7fdf9
b117,rect,472,367,28,238,gray,#dbe1e1
b117,rect,0,526,335,79,gray,#dcdfdf
b117,rect,348,526,111,79,yellow,#f1d101
b117,h-line,6,57,143,13,black,#000000
b117,h-line,162,228,330,13,black,#000000
b117,h-line,6,354,494,13,black,#000000
b117,h-line,22,513,437,13,black,#000000
b117,v-line,149,4,13,509,black,#000000
b117,v-line,335,241,13,353,black,#000000
b117,v-line,54,367,13,146,black,#000000
b117,v-line,459,367,13,209,black,#000000
b117,end-gap,149,0,13,4,none,#2c5399
b117,end-gap,0,57,6,13,none,#f0f5f4
b117,end-gap,492,228,8,13,none,#285093
b117,end-gap,0,356,6,11,none,#ec2a09
b117,end-gap,0,513,22,13,none,#ec2a09
b117,end-gap,459,576,13,29,none,#dbe1e1
b117,end-gap,335,594,13,11,none,#f1d101
b117,end-gap,0,354,6,2,gray,#dfe5e5
b120,rect,0,0,245,11,gray,#99a6b7
b120,rect,262,0,218,132,gray,#afb7bc
b120,rect,0,28,245,238,red,#bf3a2a
b120,rect,262,149,128,254,gray,#b9bec5
b120,rect,407,149,73,154,black,#101514
b120,rect,0,283,87,95,gray,#b4bdc0
b120,rect,104,283,141,120,black,#070a0a
b120,rect,407,320,73,83,blue,#1a5992
b120,rect,0,395,87,85,gray,#b4bfc2
b120,rect,104,420,141,60,yellow,#d7da82
b120,rect,262,420,218,60,gray,#9faab7
b120,v-line,245,0,17,474,black,#000000
b120,v-line,390,149,17,254,black,#000000
b120,v-line,87,283,17,192,black,#000000
b120,h-line,0,11,245,17,black,#000000
b120,h-line,262,132,218,17,black,#000000
b120,h-line,0,266,245,17,black,#000000
b120,h-line,407,303,73,17,black,#000000
b120,h-line,19,378,68,17,black,#000000
b120,h-line,104,403,360,17,black,#000000
b120,end-gap,0,378,19,17,none,#b4bdc0
b120,end-gap,464,403,16,17,none,#1a5992
b120,end-gap,245,474,17,6,none,#d7da82
b120,end-gap,87,475,17,5,none,#b4bfc2
b121,rect,0,0,54,128,yellow,#fcf552
b121,rect,64,0,216,11,red,#fc5a32
b121,rect,290,0,114,11,white,#f1f4e5
b121,rect,414,0,214,61,gray,#eceddf
b121,rect,638,0,12,272,gray,#dedfc8
b121,rect,64,21,216,107,red,#ff5a32
b121,rect,290,21,114,107,white,#f4f5e9
b121,rect,414,71,214,201,yellow,#fbf96c
b121,rect,0,138,54,533,gray,#e2e3db
b121,rect,64,138,216,252,blue,#2d5a8f
b121,rect,290,138,114,252,black,#1c1c18
b121,rect,414,282,164,108,white,#f4f7ec
b121,rect,588,282,40,270,black,#22221e
b121,rect,638,282,12,439,black,#272823
b121,rect,64,400,216,37,white,#f5f7ec
b121,rect,290,400,114,152,red,#fd542e
b121,rect,414,400,164,152,red,#fd4d2e
b121,rect,64,447,216,224,white,#f8f9eb
b121,rect,290,562,198,109,blue,#2e568a
b121,rect,498,562,80,109,gray,#e0dfd9
b121,rect,588,562,40,109,gray,#dadbcf
b121,rect,0,681,54,69,gray,#d3d4c9
b121,rect,64,681,424,40,yellow,#faf55e
b121,rect,498,681,130,40,gray,#dbddd3
b121,rect,64,731,586,19,gray,#ddded6
b121,v-line,54,0,10,740,black,#000000
b121,v-line,280,0,10,671,black,#000000
b121,v-line,404,4,10,548,black,#000000
b121,v-line,628,6,10,715,black,#000000
b121,v-line,578,282,10,389,black,#000000
b121,v-line,488,562,10,159,black,#000000
b121,h-line,64,11,340,10,black,#000000
b121,h-line,414,61,214,10,black,#000000
b121,h-line,3,128,401,10,black,#000000
b121,h-line,414,272,236,10,black,#000000
b121,h-line,64,390,514,10,black,#000000
b121,h-line,64,437,216,10,black,#000000
b121,h-line,290,552,338,10,black,#000000
b121,h-line,3,671,625,10,black,#000000
b121,h-line,64,721,586,10,black,#000000
b121,end-gap,404,0,10,4,none,#f1f4e5
b121,end-gap,0,128,3,10,none,#e2e3db
b121,end-gap,0,671,3,10,none,#e2e3db
b121,end-gap,54,740,10,10,none,#d3d4c9
b121,end-gap,628,0,10,6,gray,#e5e6d4
b122,rect,0,0,203,115,gray,#a3b4bf
b122,rect,219,0,276,9,red,#c1381e
b122,rect,219,25,276,290,red,#c64026
b122,rect,0,131,47,184,blue,#0d284c
b122,rect,63,131,140,184,blue,#6c8fb1
b122,rect,0,331,47,34,blue,#0d2747
b122,rect,63,331,140,83,blue,#688eb0
b122,rect,219,331,143,83,gray,#a3b6c1
b122,rect,378,331,117,164,blue,#688caf
b122,rect,0,381,47,114,gray,#9bacbb
b122,rect,63,430,140,65,black,#0a0a0a
b122,rect,219,430,143,65,yellow,#b1be7a
b122,v-line,203,0,16,495,black,#000000
b122,v-line,47,131,16,359,black,#000000
b122,v-line,362,331,16,152,black,#000000
b122,h-line,219,9,269,16,black,#000000
b122,h-line,3,115,200,16,black,#000000
b122,h-line,5,315,484,16,black,#000000
b122,h-line,12,365,35,16,black,#000000
b122,h-line,63,414,299,16,black,#000000
b122,end-gap,488,9,7,16,none,#c1381e
b122,end-gap,0,115,3,16,none,#a3b4bf
b122,end-gap,0,315,5,16,none,#0d284c
b122,end-gap,489,315,6,16,none,#688caf
b122,end-gap,0,365,12,16,none,#0d2747
b122,end-gap,362,483,16,12,none,#688caf
b122,end-gap,47,490,8,5,gray,#9bacbb
b122,end-gap,55,490,8,5,black,#0a0a0a
b123,rect,0,0,199,43,red,#f85a14
b123,rect,212,0,130,254,white,#f1f4f4
b123,rect,355,0,60,254,yellow,#fde51f
b123,rect,0,56,199,198,red,#f75912
b123,rect,0,267,43,194,white,#fffefe
b123,rect,56,267,143,194,white,#fcfbf7
b123,rect,212,267,130,148,white,#f2f6f9
b123,rect,355,267,60,148,black,#121412
b123,rect,212,428,203,67,blue,#495d95
b123,rect,0,474,199,21,white,#fbfbfb
b123,v-line,199,13,13,473,black,#000000
b123,v-line,342,19,13,396,black,#000000
b123,v-line,43,267,13,194,black,#000000
b123,h-line,0,43,199,13,black,#000000
b123,h-line,0,254,415,13,black,#000000
b123,h-line,212,415,203,13,black,#000000
b123,h-line,14,461,185,13,black,#000000
b123,end-gap,199,0,13,13,none,#f1f4f4
b123,end-gap,342,0,13,19,none,#f1f4f4
b123,end-gap,0,461,14,13,none,#fffefe
b123,end-gap,199,486,13,9,none,#495d95
b125,rect,0,0,76,19,red,#db231d
b125,rect,91,0,259,91,white,#faf4fa
b125,rect,0,34,76,307,gray,#dce1f4
b125,rect,91,106,230,235,white,#fdf6fd
b125,rect,336,106,14,235,blue,#1326a1
b125,rect,0,356,34,39,black,#09080a
b125,rect,49,356,149,39,yellow,#f8ed50
b125,rect,213,356,137,39,gray,#c8d7ef
b125,v-line,76,7,15,334,black,#000000
b125,v-line,321,106,15,235,black,#000000
b125,v-line,34,356,15,39,black,#000000
b125,v-line,198,356,15,34,black,#000000
b125,h-line,4,19,72,15,black,#000000
b125,h-line,91,91,259,15,black,#000000
b125,h-line,0,341,350,15,black,#000000
b125,end-gap,76,0,15,7,none,#faf4fa
b125,end-gap,0,19,4,15,none,#dce1f4
b125,end-gap,198,389,15,6,none,#c8d7ef
b126,rect,0,0,155,63,black,#121212
b126,rect,169,0,436,379,red,#ee1516
b126,rect,0,77,155,476,white,#ffffff
b126,rect,169,393,410,160,white,#f6f9f9
b126,rect,593,393,12,373,white,#fefefe
b126,rect,0,567,43,39,black,#141412
b126,rect,57,567,98,398,white,#eef1f6
b126,rect,169,567,410,199,white,#f2f4f5
b126,rect,0,620,43,345,yellow,#fdfb27
b126,rect,169,780,318,171,white,#f8fafa
b126,rect,501,780,104,171,blue,#2a5995
b126,v-line,155,0,14,965,black,#000000
b126,v-line,579,393,14,373,black,#000000
b126,v-line,43,567,14,394,black,#000000
b126,v-line,487,780,14,185,black,#000000
b126,h-line,0,63,155,14,black,#000000
b126,h-line,169,379,436,14,black,#000000
b126,h-line,0,553,579,14,black,#000000
b126,h-line,0,606,43,14,black,#000000
b126,h-line,169,766,436,14,black,#000000
b126,h-line,169,951,436,14,black,#000000
b126,end-gap,43,961,7,4,yellow,#fdfb27
b126,end-gap,50,961,7,4,white,#eef1f6
b128,rect,0,0,444,22,red,#ce251b
b128,rect,461,0,370,536,white,#cedcec
b128,rect,848,0,152,78,black,#000100
b128,rect,0,39,444,497,white,#d9e4ee
b128,rect,848,95,152,309,white,#d0ddee
b128,rect,848,421,152,115,white,#d5e2f2
b128,rect,0,553,86,477,white,#ccdaea
b128,rect,103,553,341,263,blue,#26498a
b128,rect,461,553,370,431,white,#d9e4ef
b128,rect,848,553,152,477,yellow,#ebe44c
b128,rect,103,833,341,151,white,#ccdaeb
b128,rect,103,1001,623,29,white,#c6d8e9
b128,rect,743,1001,88,29,black,#030101
