idCliente;flEmail;flTwitch;flYouTube;flBlueSky;flInstagram;qtdePontos;DtCriacao;DtAtualizacao
03ad2c81-1094-4f41-8c1d-dd71e9537d48;0;1;0;0;0;104;2025-02-19 12:40:42.862;2025-04-04 12:04:04.964
03d75a45-0b36-4fd7-a84e-7b36912f1998;0;0;0;0;0;70;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
03f108c1-e828-46d6-addd-87025871bfa4;0;1;0;0;0;11528;2025-02-27 11:42:52.759;2025-10-17 13:37:13.833
03f9edbb-7420-4f36-9a24-894de6aa5678;0;1;0;0;0;2792;2024-11-26 12:19:06.200;2025-09-29 13:40:18.002
04064119-52a4-414f-a939-e09506b8cf84;0;1;0;0;0;0;2025-09-12 12:29:13.735;2025-09-12 12:29:13.735
040f3c5d-26db-479d-a871-3d5ba2cd3ad8;0;1;0;0;0;0;2025-08-25 12:24:01.072;2025-08-25 12:24:01.072
04101b81-6ec5-445f-8a11-7539ecad2261;0;1;0;0;0;54;2025-08-25 12:33:24.682;2025-08-29 12:11:11.950
04124257-0643-41d9-bc4a-2ed6ad3e27de;0;1;0;0;0;154;2025-02-10 11:18:51.599;2025-03-31 11:36:57.921
042be482-0ccf-4715-94fd-da64286d9be3;0;1;0;0;0;0;2025-09-06 00:11:31.462;2025-09-06 00:11:31.462
042fa213-0c29-487c-8600-799e09551991;0;0;0;0;0;116;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
043c4972-df0d-4181-8b77-dd6c351fdebc;0;1;0;0;0;311;2024-02-01 00:00:00.000;2025-12-10 12:22:30.825
044e95f2-8756-42bd-a0a3-d50708beb8da;0;1;0;0;0;3010;2025-03-06 11:34:58.709;2025-06-09 12:05:33.091
04612efc-dc61-4434-90a1-afc1b43767c1;0;1;0;0;0;3823;2025-02-21 12:48:54.601;2025-05-05 12:18:18.717
046ce80c-65e2-40bb-864b-8790592a2793;0;1;0;0;0;100;2025-08-25 12:19:27.469;2025-08-27 12:14:03.525
04868bca-454e-4f72-aef5-df2f95fe1577;0;1;0;0;0;423;2024-11-19 12:36:31.737;2025-05-28 12:30:13.637
048940be-2b8a-4844-b576-0044ae29649e;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
048f3edb-eeec-4105-8849-0d7f21013add;0;0;0;0;0;683;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04922c03-c42f-4591-92b5-cfb33375fde4;0;1;0;0;0;321;2025-08-25 12:23:47.932;2025-09-02 12:11:16.643
04a6cf69-48dd-48da-b799-f9c1d70570bb;0;1;0;0;0;541;2024-11-28 12:09:18.701;2025-09-03 13:41:53.501
04b0b9a3-6749-43ac-bbc9-3f0c967f2c09;0;0;0;0;0;54;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04b34e7c-926f-45a6-a521-bfb4631f7bc6;0;0;0;0;0;5;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04c0099a-17fc-4535-88c0-36251c16b582;0;0;0;0;0;57;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04c29efc-7d2d-478d-af99-cc40df7a3c30;0;0;0;0;0;100;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04c86a84-0b8c-48ea-9e87-979b337629aa;0;0;0;0;0;452;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
04e93e73-72e0-4a62-bc5a-6a5514236523;0;1;0;0;0;0;2025-11-02 18:57:09.731;2025-11-02 18:57:09.731
04ebbfc3-0ac0-45fe-84bc-f4aa07ab46aa;0;0;0;0;0;627;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0502e189-6816-4bea-8de9-72a2fbf9d4eb;0;1;0;0;0;299;2025-01-09 13:01:50.319;2025-08-26 13:35:05.960
05107866-f587-487b-9f12-8235c9b5945e;0;1;0;0;0;100;2025-06-04 13:07:57.925;2025-07-11 14:19:12.211
05150214-b94e-437e-8a48-de7426c9b084;0;0;0;0;0;53;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
052e957b-8569-4932-9b89-ff25f944a094;0;1;0;0;0;219;2025-01-27 12:38:40.933;2025-01-29 12:54:23.820
053c1321-f73d-4b7c-ab92-bda971ff18a6;0;0;0;0;0;1090;2024-02-01 00:00:00.000;2025-10-21 13:35:26.192
053f094b-a813-4417-9bb6-7a3d1737b089;0;0;0;0;0;658;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
056caf66-d67b-449e-8cba-0bab8aca5949;0;1;0;0;0;5792;2025-03-07 12:56:42.782;2025-12-19 14:23:15.229
0586bad4-0312-40db-857a-84eb23c37c9e;0;0;0;0;0;1;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
058d457f-9ffd-4426-a0f0-7aa20065a0db;0;0;0;0;0;2;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0590df61-86cf-4c20-a786-fbd3fafdbdb4;0;1;0;0;0;0;2025-12-12 09:29:10.267;2025-12-12 09:29:10.267
05922186-4042-4a0f-87eb-3b74c16fa848;0;1;0;0;0;0;2025-07-02 12:03:57.630;2025-07-02 12:03:57.630
05ab13d0-9852-48e1-b203-1807f1c32351;0;1;0;0;0;0;2025-11-17 17:29:40.636;2025-11-17 17:29:40.636
05bc8281-1c44-4682-a4a0-4726e30340e4;0;0;0;0;0;52;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
05c0957e-eddb-438a-bbb7-a0bcc175e3fc;0;0;0;0;0;56;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
05d4733d-237f-450a-b868-73559ee81956;0;1;0;0;0;50;2025-10-02 12:08:22.939;2025-10-02 12:08:32.812
05de679b-9989-4416-9aa4-20c149999c8d;0;0;0;0;0;1384;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
05f22241-6fc0-4d28-ac38-c01e6350b0c7;0;1;0;0;0;53;2024-11-21 12:41:19.550;2024-11-21 13:06:25.437
05f3aaf3-6295-4e7a-a76e-4838c653b4f0;0;0;0;0;0;51;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
05f456ed-69a2-428a-932a-8218a56628cc;0;1;0;0;0;50;2025-07-14 12:44:13.744;2025-07-14 12:44:19.926
05f6c58c-5749-46a6-8aa7-07768c3a6f03;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06033a3f-6bf9-4fb0-bfd2-da27da240c4a;0;1;0;0;0;0;2025-11-11 23:14:45.375;2025-11-11 23:14:45.375
061c9dc7-dbdb-42d6-9ef3-307d2f7bfa6e;0;1;0;0;0;0;2025-07-22 13:07:15.570;2025-07-22 13:07:15.570
062a18af-4ee0-41c0-9dde-b56da8f7272d;0;1;0;0;0;451;2025-09-16 12:04:02.676;2025-11-28 14:09:25.393
064bf980-b252-4328-bf6a-87f239fe3e85;0;1;0;0;0;0;2025-10-07 14:55:23.319;2025-10-07 14:55:23.319
0651419a-7e4e-4331-9399-443bf9597f5c;0;0;0;0;0;116;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
065194d3-d70e-4fa1-9035-1808d6e222b3;0;0;0;0;0;106;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
065cee67-a79e-4da0-badb-b28465f935c7;0;1;0;0;0;0;2025-12-15 23:37:15.008;2025-12-15 23:37:15.008
06676b84-f81c-4b38-a158-89899683fb06;0;1;0;0;0;233;2025-03-11 12:53:44.911;2025-06-02 13:21:26.792
0669e202-3be1-4bf5-8d06-df3839de88f2;0;1;0;0;0;100;2025-08-25 13:10:42.919;2025-08-26 11:58:44.896
066c9fc6-f704-4165-a8f3-3d1968b0d4a3;0;0;0;0;0;4493;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0676528b-8214-4832-9f82-0383b61dca07;0;0;0;0;0;54;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06ae0c96-70f2-4a52-b952-9fb92689dc81;0;1;0;0;0;2027;2025-08-25 12:23:57.657;2025-10-20 14:00:09.710
06b409f2-33b4-40e8-9852-48a6da5edc3c;0;1;0;0;0;1680;2025-10-20 13:20:34.737;2025-12-19 13:04:08.679
06ba648a-4f7c-4855-8194-9a8f256e21e5;0;1;0;0;0;65;2025-04-11 12:06:26.532;2025-04-28 14:04:17.518
06cd7d0d-d65f-4fba-b871-541e02dd8427;0;0;0;0;0;0;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06d758bb-c5e5-4e0e-8c44-276b8ac4cfb6;0;1;0;0;0;101;2025-07-03 13:22:04.334;2025-07-07 13:11:33.899
06d7ccda-1660-4cb3-8ed8-e82870a73be4;0;1;0;0;0;0;2025-03-20 11:07:47.119;2025-03-20 11:07:47.119
06d83d70-52bf-48a6-b35d-79b5357d3dcb;0;0;0;0;0;251;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06dfd571-9e08-490d-a632-83a2def99edf;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06ec7361-1bfb-432d-99c8-a647893baf97;0;1;0;0;0;1156;2024-12-11 12:31:10.063;2025-11-04 12:51:38.395
06faf76d-37e2-4152-8340-cea8e10877e9;0;0;0;0;0;0;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
06fd8696-27eb-48ae-8506-e01033153dcf;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0705ab51-620a-4093-8771-9e7aaac39e0d;0;0;0;0;0;450;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
070b473a-8707-4c34-bb84-0425266b09ad;0;1;0;0;0;50;2025-09-08 12:11:04.190;2025-09-08 12:11:12.711
0716bd98-0c2d-4918-94e6-246fbfd7729a;0;1;0;0;0;51;2025-02-14 11:43:20.582;2025-05-05 12:51:30.463
071cc35f-ea3f-4a76-bc08-220e50b0df4d;0;1;0;0;0;50;2024-11-19 12:47:43.286;2024-11-19 12:47:55.080
071f7e17-3378-4945-9626-e478326d62de;0;1;0;0;0;0;2025-01-27 11:53:52.783;2025-01-27 11:53:52.783
072aba85-cb25-41af-b11e-7b483d97b6e7;0;1;0;0;0;803;2025-11-17 20:15:03.094;2025-12-19 13:44:21.612
072ee7ee-abbf-4f77-b8ac-8e2c17493d15;1;0;0;0;0;100;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
073306ac-f4b5-4cee-ab79-9c079d891ba0;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
073d2537-6d5c-4e01-b800-c9889c47e8de;0;1;0;0;0;1377;2025-03-10 12:15:02.080;2025-10-16 12:26:06.961
074f10c2-b7a0-4eae-9ec9-aa3bbaf5ee0c;0;0;0;0;0;264;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0765524d-ccff-48ef-9f12-1928b0d674d3;0;1;0;0;0;1599;2025-06-09 12:44:56.516;2025-11-27 12:57:54.848
0772ceff-f217-43c5-a4d2-26084455acb1;0;1;0;0;0;4;2025-08-26 12:20:06.035;2025-08-28 12:19:49.562
077540bf-8b24-4a93-90ed-4d3787285951;0;1;0;0;0;0;2025-10-18 16:12:08.668;2025-10-18 16:12:08.668
0777d361-7c2f-4724-b117-46a5819363ab;0;1;0;0;0;456;2025-01-27 11:04:14.832;2025-05-08 12:13:10.210
0783d883-f10d-40d3-885c-5f3dadf8f276;0;0;0;0;0;121;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
07aa65c2-e819-4d9c-9245-a1bc5124c505;0;1;0;0;0;0;2025-07-16 09:30:37.189;2025-07-16 09:30:37.189
07ab2693-2aad-49fa-92dd-c80d9e995b2b;0;1;0;0;0;0;2025-02-17 11:31:38.581;2025-02-17 11:31:38.581
07b5982b-6c19-4fa3-8131-9ddc3106e1f3;0;1;0;0;0;201;2025-08-25 12:35:29.156;2025-08-29 13:12:06.763
07c93c33-c0aa-412b-aea2-efab27efc8c0;0;1;0;0;0;283;2025-01-02 12:53:05.650;2025-05-13 12:58:13.388
07e359aa-8dfa-4a4b-ae3c-2ae38dc34764;0;1;0;0;0;55;2025-08-01 20:09:55.451;2025-08-25 14:00:39.840
07f950f9-77ec-4a79-ad63-d9d6f9e1e03e;0;0;0;0;0;0;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0811e3d8-cd31-4c6c-bc01-833ac04e16b8;0;1;0;0;0;62;2025-09-18 12:04:32.399;2025-12-09 14:18:11.102
0815b218-715a-4616-a75b-5b6c910df6e3;0;1;0;0;0;0;2025-10-20 13:18:44.872;2025-10-20 13:18:44.872
082069f5-d13d-467c-a3ab-234c006d6e95;0;0;0;0;0;3554;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
08296e7f-4af4-484e-8b24-ac48889e011b;0;1;0;0;0;320;2025-03-06 12:16:20.199;2025-03-06 12:16:20.199
0864d822-5ecc-40fc-a727-bc22386442e1;0;1;0;0;0;1347;2024-11-22 11:40:15.512;2025-11-03 19:22:37.781
086bc05e-8aab-41fd-b15c-3d5e46ebefb7;0;0;0;0;0;213;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
086e2af0-4d6c-44f7-a838-e8c1f9b75972;0;1;0;0;0;1352;2025-02-13 12:41:45.365;2025-04-28 12:16:13.955
087cb51c-5d11-4f86-b809-cc8a9b127300;0;1;0;0;0;50;2025-10-09 12:59:16.931;2025-10-09 13:02:50.178
087ed7b7-ad98-4b3f-9db5-336226b976d8;0;1;0;0;0;1275;2025-02-25 11:34:26.587;2025-12-11 14:27:46.471
088bc725-bfd9-4ba8-b2da-78ff4d0de29f;0;1;0;0;0;0;2025-07-08 07:53:57.927;2025-07-08 07:53:57.927
089c45b3-627c-42fc-9f98-195434f36aab;0;0;0;0;0;0;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
08a0c6c0-1f86-4c58-bc7e-ffc866f07eb7;0;1;0;0;0;1086;2025-03-10 13:02:55.249;2025-04-16 12:41:57.070
08a156d5-b75e-4e10-ab2c-3f22fb45f6c3;0;0;0;0;0;162;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
08a2d748-cfdf-4a88-ab5b-19a20e08b41a;0;1;0;0;0;56;2025-09-29 13:27:09.403;2025-09-29 13:35:36.489
08b3eed4-6cb3-47a4-b1ed-144a72653b3e;0;1;0;0;0;100;2025-02-10 11:44:54.211;2025-02-12 11:58:20.988
08bff46d-4dd0-49c1-ba65-77311b068b13;0;1;0;0;0;0;2025-07-22 00:31:35.602;2025-07-22 00:31:35.602
08d61419-91a1-40e9-9a7f-fbd9dd17a726;0;1;0;0;0;1366;2025-06-03 13:14:59.094;2025-12-19 13:07:12.103
08e2d146-ef3e-46b3-9cdf-8faae7a4baf6;0;1;0;0;0;305;2025-11-03 12:19:43.045;2025-12-04 12:21:36.178
08f2d56c-9ac5-4788-a594-880a15b29841;0;0;0;0;0;0;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
08fd43aa-af91-4d07-8c63-c1648af971f3;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
091295b8-6bb5-4eb4-8769-c82f9d109383;1;0;0;0;0;161;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0939419f-bef4-45fb-8d67-81a2a89ae794;0;1;0;0;0;60;2025-02-10 11:49:17.384;2025-02-10 13:22:04.874
093f1091-fa89-4c3c-bcd8-d64c389045b8;0;1;0;0;0;50;2025-08-25 12:12:27.258;2025-08-25 12:12:36.797
0940799f-29b9-4a07-8d43-c8f1daea0110;0;1;0;0;0;0;2025-09-29 13:32:31.388;2025-09-29 13:32:31.388
0950e159-517b-4fdc-b315-fd70a9063f42;0;1;0;0;0;0;2025-07-16 01:04:49.104;2025-07-16 01:04:49.104
09567ba0-e4b2-40cc-9094-075153675e63;0;1;0;0;0;60;2025-02-19 12:38:18.372;2025-03-21 12:25:40.925
0957ed8c-374a-4851-bcac-4e34807e5c64;0;1;0;0;0;50;2025-08-19 00:05:15.227;2025-08-26 12:20:06.787
095ee630-7de5-4104-b122-f624078b99b1;0;0;0;0;0;258;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
096d3c69-2991-4330-affd-6f1ede6c08f2;0;1;0;0;0;0;2025-10-18 13:20:21.170;2025-10-18 13:20:21.170
09741d42-fbbc-4d98-8657-03295845f68c;0;0;0;0;0;52;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
09765e9e-c2ad-40af-aec0-4479a0c49c0b;0;0;0;0;0;51;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0982064d-e4f1-489e-8bb8-2e7c9402c56c;0;0;0;0;0;251;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
09863c51-3b42-45e4-950c-7c09b8ecd0e8;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0986d793-ced7-4bdd-ba67-1a9ecca883a8;0;0;0;0;0;50;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
0994a81f-9865-4356-9e82-c9e8d2881672;0;0;0;0;0;153;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
09a72955-1c34-40cb-97b3-aec63b377351;0;0;0;0;0;313;2024-02-01 00:00:00.000;2024-02-01 00:00:00.000
09ae8e28-fcb8-4f97-811a-b9a925618fb8;0;1;0;0;0;150;2025-09-11 12:21:12.295;2025-09-18 12:23:29.158
