scheduled	actual	delay	is_late	day_name
2023-03-28 18:44:00	2023-03-28 19:42:00	0 days 00:58:00	True	Tue
2023-09-28 21:20:00	2023-09-28 21:18:00	-1 days +23:58:00	False	Thu
2023-06-25 19:54:00	2023-06-25 19:51:00	-1 days +23:57:00	False	Sun
2023-01-06 11:00:00	2023-01-06 11:01:00	0 days 00:01:00	False	Fri
2023-10-20 10:20:00	2023-10-20 10:26:00	0 days 00:06:00	False	Fri
2023-02-01 09:15:00	2023-02-01 09:12:00	-1 days +23:57:00	False	Wed
2023-05-07 06:50:00	2023-05-07 07:01:00	0 days 00:11:00	False	Sun
2023-06-22 15:15:00	2023-06-22 16:37:00	0 days 01:22:00	True	Thu
2023-01-30 21:45:00	2023-01-30 22:43:00	0 days 00:58:00	True	Mon
2023-08-17 15:00:00	2023-08-17 14:59:00	-1 days +23:59:00	False	Thu
2023-08-01 18:44:00	2023-08-01 20:54:00	0 days 02:10:00	True	Tue
2023-12-28 08:30:00	2023-12-28 08:29:00	-1 days +23:59:00	False	Thu
2023-07-11 10:00:00	2023-07-11 10:16:00	0 days 00:16:00	True	Tue
2023-10-16 22:59:00	2023-10-16 22:57:00	-1 days +23:58:00	False	Mon
2023-06-04 20:35:00	2023-06-04 21:14:00	0 days 00:39:00	True	Sun
2023-01-07 11:15:00	2023-01-07 11:13:00	-1 days +23:58:00	False	Sat
2023-11-08 15:21:00	2023-11-08 15:22:00	0 days 00:01:00	False	Wed
2023-09-11 20:55:00	2023-09-11 20:53:00	-1 days +23:58:00	False	Mon
2023-07-23 21:45:00	2023-07-23 22:40:00	0 days 00:55:00	True	Sun
2023-01-30 13:35:00	2023-01-30 13:33:00	-1 days +23:58:00	False	Mon
2023-10-31 09:27:00	2023-10-31 09:25:00	-1 days +23:58:00	False	Tue
2023-12-25 21:00:00	2023-12-25 20:58:00	-1 days +23:58:00	False	Mon
2023-10-15 11:07:00	2023-10-15 11:01:00	-1 days +23:54:00	False	Sun
2023-07-30 22:30:00	2023-07-30 23:08:00	0 days 00:38:00	True	Sun
2023-03-12 17:41:00	2023-03-12 17:46:00	0 days 00:05:00	False	Sun
2023-11-17 13:51:00	2023-11-17 13:49:00	-1 days +23:58:00	False	Fri
2023-03-16 11:40:00	2023-03-16 11:32:00	-1 days +23:52:00	False	Thu
2023-02-05 11:57:00	2023-02-05 11:54:00	-1 days +23:57:00	False	Sun
2023-11-10 17:37:00	2023-11-10 21:35:00	0 days 03:58:00	True	Fri
2023-09-14 17:45:00	2023-09-14 17:51:00	0 days 00:06:00	False	Thu
2023-11-10 22:25:00	2023-11-10 22:32:00	0 days 00:07:00	False	Fri
2023-10-21 15:56:00	2023-10-21 15:52:00	-1 days +23:56:00	False	Sat
2023-03-30 13:00:00	2023-03-30 12:56:00	-1 days +23:56:00	False	Thu
2023-08-20 20:00:00	2023-08-20 19:57:00	-1 days +23:57:00	False	Sun
2023-08-17 21:30:00	2023-08-17 21:27:00	-1 days +23:57:00	False	Thu
2023-11-21 23:11:00	2023-11-21 23:10:00	-1 days +23:59:00	False	Tue
2023-04-24 18:45:00	2023-04-24 18:39:00	-1 days +23:54:00	False	Mon
2023-10-16 13:09:00	2023-10-16 13:04:00	-1 days +23:55:00	False	Mon
2023-11-23 15:30:00	2023-11-23 15:28:00	-1 days +23:58:00	False	Thu
2023-11-07 12:29:00	2023-11-07 12:24:00	-1 days +23:55:00	False	Tue
2023-01-20 10:40:00	2023-01-20 10:40:00	0 days 00:00:00	False	Fri
2023-02-05 22:47:00	2023-02-05 22:42:00	-1 days +23:55:00	False	Sun
2023-01-14 12:59:00	2023-01-14 13:05:00	0 days 00:06:00	False	Sat
2023-09-30 08:12:00	2023-09-30 08:11:00	-1 days +23:59:00	False	Sat
2023-03-29 14:48:00	2023-03-29 14:45:00	-1 days +23:57:00	False	Wed
2023-05-28 20:04:00	2023-05-28 19:55:00	-1 days +23:51:00	False	Sun
2023-07-17 14:31:00	2023-07-17 14:27:00	-1 days +23:56:00	False	Mon
2023-02-26 21:10:00	2023-02-26 21:08:00	-1 days +23:58:00	False	Sun
2023-12-28 09:00:00	2023-12-28 08:56:00	-1 days +23:56:00	False	Thu
2023-12-15 10:10:00	2023-12-15 10:09:00	-1 days +23:59:00	False	Fri
2023-08-20 10:10:00	2023-08-20 10:11:00	0 days 00:01:00	False	Sun
2023-12-22 15:58:00	2023-12-22 17:40:00	0 days 01:42:00	True	Fri
2023-09-06 21:20:00	2023-09-06 21:17:00	-1 days +23:57:00	False	Wed
2023-05-02 13:17:00	2023-05-02 13:15:00	-1 days +23:58:00	False	Tue
2023-07-22 19:54:00	2023-07-22 19:50:00	-1 days +23:56:00	False	Sat
2023-09-12 19:40:00	2023-09-12 19:33:00	-1 days +23:53:00	False	Tue
2023-08-08 22:40:00	2023-08-08 22:46:00	0 days 00:06:00	False	Tue
2023-10-18 08:15:00	2023-10-18 08:12:00	-1 days +23:57:00	False	Wed
2023-12-18 13:49:00	2023-12-18 13:45:00	-1 days +23:56:00	False	Mon
2023-03-09 21:20:00	2023-03-09 21:13:00	-1 days +23:53:00	False	Thu
2023-07-10 22:38:00	2023-07-10 23:42:00	0 days 01:04:00	True	Mon
2023-03-03 13:05:00	2023-03-03 13:31:00	0 days 00:26:00	True	Fri
2023-04-16 13:17:00	2023-04-16 13:21:00	0 days 00:04:00	False	Sun
2023-03-07 21:02:00	2023-03-07 21:02:00	0 days 00:00:00	False	Tue
2023-03-05 09:10:00	2023-03-05 09:09:00	-1 days +23:59:00	False	Sun
2023-08-03 10:09:00	2023-08-03 10:08:00	-1 days +23:59:00	False	Thu
2023-02-09 08:45:00	2023-02-09 08:44:00	-1 days +23:59:00	False	Thu
2023-02-27 21:25:00	2023-02-27 21:27:00	0 days 00:02:00	False	Mon
2023-07-15 21:34:00	2023-07-15 21:58:00	0 days 00:24:00	True	Sat
2023-05-11 15:33:00	2023-05-11 15:55:00	0 days 00:22:00	True	Thu
2023-10-10 19:35:00	2023-10-10 19:33:00	-1 days +23:58:00	False	Tue
2023-11-20 07:05:00	2023-11-20 07:04:00	-1 days +23:59:00	False	Mon
2023-02-08 13:54:00	2023-02-08 13:49:00	-1 days +23:55:00	False	Wed
2023-01-25 08:55:00	2023-01-25 08:54:00	-1 days +23:59:00	False	Wed
2023-12-20 18:20:00	2023-12-20 20:05:00	0 days 01:45:00	True	Wed
2023-04-15 22:25:00	2023-04-15 22:30:00	0 days 00:05:00	False	Sat
2023-12-06 19:35:00	2023-12-06 20:08:00	0 days 00:33:00	True	Wed
2023-11-15 15:10:00	2023-11-15 15:05:00	-1 days +23:55:00	False	Wed
2023-04-02 10:30:00	2023-04-02 10:27:00	-1 days +23:57:00	False	Sun
2023-04-21 18:15:00	2023-04-21 18:41:00	0 days 00:26:00	True	Fri
2023-05-21 14:30:00	2023-05-21 14:24:00	-1 days +23:54:00	False	Sun
2023-12-27 11:05:00	2023-12-27 11:16:00	0 days 00:11:00	False	Wed
2023-10-09 19:55:00	2023-10-09 19:52:00	-1 days +23:57:00	False	Mon
2023-05-16 10:06:00	2023-05-16 10:03:00	-1 days +23:57:00	False	Tue
2023-02-06 18:33:00	2023-02-06 18:34:00	0 days 00:01:00	False	Mon
2023-07-08 17:15:00	2023-07-08 17:11:00	-1 days +23:56:00	False	Sat
2023-09-10 11:58:00	2023-09-10 12:13:00	0 days 00:15:00	False	Sun
2023-11-29 08:04:00	2023-11-29 07:55:00	-1 days +23:51:00	False	Wed
2023-09-30 11:06:00	2023-09-30 11:06:00	0 days 00:00:00	False	Sat
2023-10-10 16:10:00	2023-10-10 16:04:00	-1 days +23:54:00	False	Tue
2023-09-30 12:35:00	2023-09-30 12:38:00	0 days 00:03:00	False	Sat
2023-06-11 07:05:00	2023-06-11 07:03:00	-1 days +23:58:00	False	Sun
2023-10-09 20:40:00	2023-10-09 20:45:00	0 days 00:05:00	False	Mon
2023-06-07 18:30:00	2023-06-07 19:47:00	0 days 01:17:00	True	Wed
2023-07-05 07:44:00	2023-07-05 07:42:00	-1 days +23:58:00	False	Wed
2023-05-23 20:54:00	2023-05-23 22:33:00	0 days 01:39:00	True	Tue
2023-01-11 08:52:00	2023-01-11 09:10:00	0 days 00:18:00	True	Wed
2023-04-29 13:30:00	2023-04-29 13:28:00	-1 days +23:58:00	False	Sat
2023-06-22 09:00:00	2023-06-22 08:56:00	-1 days +23:56:00	False	Thu
2023-12-07 22:49:00	2023-12-07 22:45:00	-1 days +23:56:00	False	Thu
2023-01-07 10:00:00	2023-01-07 10:11:00	0 days 00:11:00	False	Sat
2023-03-01 10:07:00	2023-03-01 10:04:00	-1 days +23:57:00	False	Wed
2023-01-28 23:00:00	2023-01-28 22:52:00	-1 days +23:52:00	False	Sat
2023-10-21 21:40:00	2023-10-21 21:36:00	-1 days +23:56:00	False	Sat
2023-07-27 22:49:00	2023-07-27 22:49:00	0 days 00:00:00	False	Thu
2023-11-06 13:10:00	2023-11-06 13:08:00	-1 days +23:58:00	False	Mon
2023-04-07 09:54:00	2023-04-07 09:50:00	-1 days +23:56:00	False	Fri
2023-01-11 20:55:00	2023-01-11 20:52:00	-1 days +23:57:00	False	Wed
2023-01-27 14:11:00	2023-01-27 14:09:00	-1 days +23:58:00	False	Fri
2023-03-11 10:15:00	2023-03-11 10:12:00	-1 days +23:57:00	False	Sat
2023-07-27 11:00:00	2023-07-27 10:55:00	-1 days +23:55:00	False	Thu
2023-01-05 07:15:00	2023-01-05 07:13:00	-1 days +23:58:00	False	Thu
2023-02-03 20:46:00	2023-02-03 22:26:00	0 days 01:40:00	True	Fri
2023-04-19 08:11:00	2023-04-19 08:07:00	-1 days +23:56:00	False	Wed
2023-07-27 07:05:00	2023-07-27 07:04:00	-1 days +23:59:00	False	Thu
2023-06-10 10:40:00	2023-06-10 10:40:00	0 days 00:00:00	False	Sat
2023-10-17 22:40:00	2023-10-17 22:38:00	-1 days +23:58:00	False	Tue
2023-07-17 09:10:00	2023-07-17 09:05:00	-1 days +23:55:00	False	Mon
2023-09-06 11:15:00	2023-09-06 11:14:00	-1 days +23:59:00	False	Wed
2023-04-20 17:57:00	2023-04-20 18:00:00	0 days 00:03:00	False	Thu
2023-09-09 08:15:00	2023-09-09 08:21:00	0 days 00:06:00	False	Sat
2023-02-07 13:32:00	2023-02-07 13:31:00	-1 days +23:59:00	False	Tue
2023-10-24 09:40:00	2023-10-24 09:36:00	-1 days +23:56:00	False	Tue
2023-03-20 16:13:00	2023-03-20 16:23:00	0 days 00:10:00	False	Mon
2023-11-22 14:24:00	2023-11-22 14:45:00	0 days 00:21:00	True	Wed
2023-05-20 12:24:00	2023-05-20 12:51:00	0 days 00:27:00	True	Sat
2023-02-17 19:20:00	2023-02-17 19:13:00	-1 days +23:53:00	False	Fri
2023-10-08 12:23:00	2023-10-08 12:18:00	-1 days +23:55:00	False	Sun
2023-05-23 14:07:00	2023-05-23 14:23:00	0 days 00:16:00	True	Tue
2023-06-09 10:03:00	2023-06-09 10:03:00	0 days 00:00:00	False	Fri
2023-11-25 09:15:00	2023-11-25 09:18:00	0 days 00:03:00	False	Sat
2023-05-11 06:15:00	2023-05-11 06:15:00	0 days 00:00:00	False	Thu
2023-06-09 22:59:00	2023-06-09 22:59:00	0 days 00:00:00	False	Fri
2023-06-28 08:56:00	2023-06-28 08:53:00	-1 days +23:57:00	False	Wed
2023-10-22 20:45:00	2023-10-22 20:41:00	-1 days +23:56:00	False	Sun
2023-10-06 07:05:00	2023-10-06 07:06:00	0 days 00:01:00	False	Fri
2023-03-17 15:18:00	2023-03-17 15:16:00	-1 days +23:58:00	False	Fri
2023-10-12 15:45:00	2023-10-12 16:35:00	0 days 00:50:00	True	Thu
2023-12-15 10:05:00	2023-12-15 10:10:00	0 days 00:05:00	False	Fri
2023-02-03 11:05:00	2023-02-03 11:00:00	-1 days +23:55:00	False	Fri
2023-02-07 12:55:00	2023-02-07 12:51:00	-1 days +23:56:00	False	Tue
2023-01-03 17:25:00	2023-01-03 18:19:00	0 days 00:54:00	True	Tue
2023-11-17 17:09:00	2023-11-17 17:08:00	-1 days +23:59:00	False	Fri
2023-03-15 18:10:00	2023-03-15 18:06:00	-1 days +23:56:00	False	Wed
2023-06-30 08:10:00	2023-06-30 08:07:00	-1 days +23:57:00	False	Fri
2023-01-09 08:55:00	2023-01-09 08:54:00	-1 days +23:59:00	False	Mon
2023-11-11 17:40:00	2023-11-11 17:36:00	-1 days +23:56:00	False	Sat
2023-06-21 22:58:00	2023-06-21 23:01:00	0 days 00:03:00	False	Wed
2023-07-11 19:55:00	2023-07-11 20:15:00	0 days 00:20:00	True	Tue
2023-10-03 10:04:00	2023-10-03 09:59:00	-1 days +23:55:00	False	Tue
2023-04-02 11:30:00	2023-04-02 11:29:00	-1 days +23:59:00	False	Sun
2023-05-01 21:25:00	2023-05-01 21:22:00	-1 days +23:57:00	False	Mon
2023-02-28 09:44:00	2023-02-28 09:43:00	-1 days +23:59:00	False	Tue
2023-12-04 22:39:00	2023-12-04 22:30:00	-1 days +23:51:00	False	Mon
2023-02-16 15:12:00	2023-02-16 15:12:00	0 days 00:00:00	False	Thu
2023-05-28 17:40:00	2023-05-28 17:39:00	-1 days +23:59:00	False	Sun
2023-11-23 22:50:00	2023-11-23 22:56:00	0 days 00:06:00	False	Thu
2023-11-09 21:45:00	2023-11-09 22:17:00	0 days 00:32:00	True	Thu
2023-12-30 19:55:00	2023-12-30 20:15:00	0 days 00:20:00	True	Sat
2023-08-29 13:40:00	2023-08-29 13:39:00	-1 days +23:59:00	False	Tue
2023-12-28 14:06:00	2023-12-28 14:03:00	-1 days +23:57:00	False	Thu
2023-09-23 09:30:00	2023-09-23 09:26:00	-1 days +23:56:00	False	Sat
2023-06-21 22:13:00	2023-06-22 00:21:00	0 days 02:08:00	True	Thu
2023-07-12 22:45:00	2023-07-12 22:56:00	0 days 00:11:00	False	Wed
2023-02-10 07:55:00	2023-02-10 07:55:00	0 days 00:00:00	False	Fri
2023-12-10 18:05:00	2023-12-10 17:59:00	-1 days +23:54:00	False	Sun
2023-03-15 08:58:00	2023-03-15 08:57:00	-1 days +23:59:00	False	Wed
2023-06-18 19:40:00	2023-06-18 19:47:00	0 days 00:07:00	False	Sun
2023-04-09 20:11:00	2023-04-09 20:24:00	0 days 00:13:00	False	Sun
2023-06-28 18:05:00	2023-06-28 19:46:00	0 days 01:41:00	True	Wed
2023-03-17 09:00:00	2023-03-17 08:57:00	-1 days +23:57:00	False	Fri
2023-03-28 11:18:00	2023-03-28 11:15:00	-1 days +23:57:00	False	Tue
2023-03-27 12:35:00	2023-03-27 12:35:00	0 days 00:00:00	False	Mon
2023-08-20 21:22:00	2023-08-20 21:17:00	-1 days +23:55:00	False	Sun
2023-05-17 11:20:00	2023-05-17 11:25:00	0 days 00:05:00	False	Wed
2023-06-03 08:20:00	2023-06-03 08:20:00	0 days 00:00:00	False	Sat
2023-10-23 20:50:00	2023-10-23 20:45:00	-1 days +23:55:00	False	Mon
2023-10-26 13:53:00	2023-10-26 13:51:00	-1 days +23:58:00	False	Thu
2023-09-11 15:15:00	2023-09-11 15:20:00	0 days 00:05:00	False	Mon
2023-07-09 10:45:00	2023-07-09 10:44:00	-1 days +23:59:00	False	Sun
2023-03-27 13:45:00	2023-03-27 16:22:00	0 days 02:37:00	True	Mon
2023-09-18 20:54:00	2023-09-18 20:50:00	-1 days +23:56:00	False	Mon
2023-03-17 09:40:00	2023-03-17 09:41:00	0 days 00:01:00	False	Fri
2023-05-26 19:56:00	2023-05-26 20:00:00	0 days 00:04:00	False	Fri
2023-02-28 19:30:00	2023-02-28 19:31:00	0 days 00:01:00	False	Tue
2023-11-29 08:10:00	2023-11-29 08:07:00	-1 days +23:57:00	False	Wed
2023-11-28 15:20:00	2023-11-28 15:18:00	-1 days +23:58:00	False	Tue
2023-08-28 15:14:00	2023-08-28 15:13:00	-1 days +23:59:00	False	Mon
2023-04-09 08:37:00	2023-04-09 08:57:00	0 days 00:20:00	True	Sun
2023-09-16 15:37:00	2023-09-16 15:37:00	0 days 00:00:00	False	Sat
2023-03-07 05:05:00	2023-03-07 05:09:00	0 days 00:04:00	False	Tue
2023-02-09 22:43:00	2023-02-09 22:44:00	0 days 00:01:00	False	Thu
2023-06-11 22:50:00	2023-06-11 22:59:00	0 days 00:09:00	False	Sun
2023-11-16 21:00:00	2023-11-16 20:53:00	-1 days +23:53:00	False	Thu
2023-02-06 15:20:00	2023-02-06 15:15:00	-1 days +23:55:00	False	Mon
2023-01-08 14:30:00	2023-01-08 14:25:00	-1 days +23:55:00	False	Sun
2023-05-14 08:15:00	2023-05-14 08:15:00	0 days 00:00:00	False	Sun
2023-09-30 13:02:00	2023-09-30 13:03:00	0 days 00:01:00	False	Sat
2023-03-31 21:45:00	2023-04-01 09:25:00	0 days 11:40:00	True	Sat
2023-12-25 13:00:00	2023-12-25 12:55:00	-1 days +23:55:00	False	Mon
2023-03-10 17:00:00	2023-03-10 17:43:00	0 days 00:43:00	True	Fri
2023-07-05 08:20:00	2023-07-05 08:20:00	0 days 00:00:00	False	Wed
2023-04-16 10:21:00	2023-04-16 10:19:00	-1 days +23:58:00	False	Sun
2023-04-25 09:10:00	2023-04-25 09:24:00	0 days 00:14:00	False	Tue
2023-10-01 20:55:00	2023-10-01 21:44:00	0 days 00:49:00	True	Sun
2023-07-13 11:19:00	2023-07-13 11:13:00	-1 days +23:54:00	False	Thu
2023-01-05 19:58:00	2023-01-05 19:58:00	0 days 00:00:00	False	Thu
2023-03-22 22:30:00	2023-03-22 22:26:00	-1 days +23:56:00	False	Wed
2023-04-05 06:00:00	2023-04-05 05:55:00	-1 days +23:55:00	False	Wed
2023-01-30 08:55:00	2023-01-30 09:24:00	0 days 00:29:00	True	Mon
2023-07-19 21:25:00	2023-07-19 21:23:00	-1 days +23:58:00	False	Wed
2023-04-12 09:48:00	2023-04-12 09:44:00	-1 days +23:56:00	False	Wed
2023-03-28 07:39:00	2023-03-28 07:37:00	-1 days +23:58:00	False	Tue
2023-10-05 21:11:00	2023-10-05 21:09:00	-1 days +23:58:00	False	Thu
2023-11-16 21:22:00	2023-11-16 21:24:00	0 days 00:02:00	False	Thu
2023-05-08 20:10:00	2023-05-08 20:05:00	-1 days +23:55:00	False	Mon
2023-02-09 21:25:00	2023-02-09 21:46:00	0 days 00:21:00	True	Thu
2023-11-14 07:05:00	2023-11-14 07:02:00	-1 days +23:57:00	False	Tue
2023-07-31 11:00:00	2023-07-31 11:02:00	0 days 00:02:00	False	Mon
2023-06-13 23:00:00	2023-06-13 22:53:00	-1 days +23:53:00	False	Tue
2023-04-04 07:08:00	2023-04-04 07:05:00	-1 days +23:57:00	False	Tue
2023-03-15 17:55:00	2023-03-15 17:51:00	-1 days +23:56:00	False	Wed
2023-08-17 17:10:00	2023-08-17 17:14:00	0 days 00:04:00	False	Thu
2023-11-11 12:35:00	2023-11-11 12:29:00	-1 days +23:54:00	False	Sat
2023-08-09 12:43:00	2023-08-09 12:41:00	-1 days +23:58:00	False	Wed
2023-03-07 17:19:00	2023-03-07 17:14:00	-1 days +23:55:00	False	Tue
2023-07-20 14:06:00	2023-07-20 14:12:00	0 days 00:06:00	False	Thu
2023-05-14 11:40:00	2023-05-14 11:46:00	0 days 00:06:00	False	Sun
2023-12-13 14:26:00	2023-12-13 14:24:00	-1 days +23:58:00	False	Wed
2023-11-16 22:59:00	2023-11-16 22:54:00	-1 days +23:55:00	False	Thu
2023-09-17 22:54:00	2023-09-17 23:08:00	0 days 00:14:00	False	Sun
2023-01-31 11:05:00	2023-01-31 11:12:00	0 days 00:07:00	False	Tue
2023-12-30 14:29:00	2023-12-30 14:19:00	-1 days +23:50:00	False	Sat
2023-03-16 21:55:00	2023-03-16 22:20:00	0 days 00:25:00	True	Thu
2023-08-06 09:30:00	2023-08-06 09:27:00	-1 days +23:57:00	False	Sun
2023-09-07 15:10:00	2023-09-07 15:00:00	-1 days +23:50:00	False	Thu
2023-10-06 19:55:00	2023-10-06 20:15:00	0 days 00:20:00	True	Fri
2023-10-18 18:19:00	2023-10-18 18:13:00	-1 days +23:54:00	False	Wed
2023-05-24 17:16:00	2023-05-24 17:11:00	-1 days +23:55:00	False	Wed
2023-01-13 14:09:00	2023-01-13 14:15:00	0 days 00:06:00	False	Fri
2023-05-29 17:20:00	2023-05-29 17:24:00	0 days 00:04:00	False	Mon
2023-11-10 15:54:00	2023-11-10 15:49:00	-1 days +23:55:00	False	Fri
2023-10-22 08:24:00	2023-10-22 08:22:00	-1 days +23:58:00	False	Sun
2023-06-07 22:25:00	2023-06-07 22:25:00	0 days 00:00:00	False	Wed
2023-02-17 10:15:00	2023-02-17 10:20:00	0 days 00:05:00	False	Fri
2023-10-21 09:50:00	2023-10-21 09:45:00	-1 days +23:55:00	False	Sat
2023-12-25 18:20:00	2023-12-25 18:12:00	-1 days +23:52:00	False	Mon
2023-02-01 13:40:00	2023-02-01 13:30:00	-1 days +23:50:00	False	Wed
2023-12-10 08:30:00	2023-12-10 10:05:00	0 days 01:35:00	True	Sun
2023-12-31 11:35:00	2023-12-31 11:29:00	-1 days +23:54:00	False	Sun
2023-07-28 15:08:00	2023-07-28 15:29:00	0 days 00:21:00	True	Fri
2023-07-13 19:55:00	2023-07-13 20:13:00	0 days 00:18:00	True	Thu
2023-11-25 21:15:00	2023-11-25 21:30:00	0 days 00:15:00	False	Sat
2023-03-02 17:40:00	2023-03-02 17:37:00	-1 days +23:57:00	False	Thu
2023-05-17 13:31:00	2023-05-17 13:28:00	-1 days +23:57:00	False	Wed
2023-10-22 21:20:00	2023-10-22 21:25:00	0 days 00:05:00	False	Sun
2023-03-24 18:55:00	2023-03-24 18:57:00	0 days 00:02:00	False	Fri
2023-05-22 09:25:00	2023-05-22 09:23:00	-1 days +23:58:00	False	Mon
2023-06-29 16:26:00	2023-06-29 17:15:00	0 days 00:49:00	True	Thu
2023-12-01 22:55:00	2023-12-01 22:43:00	-1 days +23:48:00	False	Fri
2023-09-07 15:10:00	2023-09-07 15:07:00	-1 days +23:57:00	False	Thu
2023-05-19 15:05:00	2023-05-19 15:21:00	0 days 00:16:00	True	Fri
2023-07-15 09:51:00	2023-07-15 09:48:00	-1 days +23:57:00	False	Sat
2023-04-12 22:05:00	2023-04-12 22:08:00	0 days 00:03:00	False	Wed
2023-04-21 07:15:00	2023-04-21 07:14:00	-1 days +23:59:00	False	Fri
2023-05-11 19:40:00	2023-05-11 20:07:00	0 days 00:27:00	True	Thu
2023-10-10 22:40:00	2023-10-10 22:32:00	-1 days +23:52:00	False	Tue
2023-06-26 19:30:00	2023-06-26 20:33:00	0 days 01:03:00	True	Mon
2023-10-03 22:59:00	2023-10-03 22:56:00	-1 days +23:57:00	False	Tue
2023-03-17 16:18:00	2023-03-17 20:27:00	0 days 04:09:00	True	Fri
2023-03-22 12:45:00	2023-03-22 12:40:00	-1 days +23:55:00	False	Wed
2023-06-08 09:50:00	2023-06-08 09:50:00	0 days 00:00:00	False	Thu
2023-04-06 08:10:00	2023-04-06 08:05:00	-1 days +23:55:00	False	Thu
2023-04-16 08:36:00	2023-04-16 08:37:00	0 days 00:01:00	False	Sun
2023-07-25 19:54:00	2023-07-25 19:54:00	0 days 00:00:00	False	Tue
2023-04-14 10:30:00	2023-04-14 10:29:00	-1 days +23:59:00	False	Fri
2023-11-03 07:15:00	2023-11-03 07:14:00	-1 days +23:59:00	False	Fri
2023-03-23 11:27:00	2023-03-23 11:32:00	0 days 00:05:00	False	Thu
2023-10-04 15:15:00	2023-10-04 15:11:00	-1 days +23:56:00	False	Wed
2023-06-23 15:15:00	2023-06-23 15:13:00	-1 days +23:58:00	False	Fri
2023-04-23 16:40:00	2023-04-23 18:58:00	0 days 02:18:00	True	Sun
2023-04-30 20:55:00	2023-04-30 21:20:00	0 days 00:25:00	True	Sun
2023-05-26 11:43:00	2023-05-26 11:39:00	-1 days +23:56:00	False	Fri
2023-01-16 21:06:00	2023-01-16 20:59:00	-1 days +23:53:00	False	Mon
2023-09-23 15:25:00	2023-09-23 16:05:00	0 days 00:40:00	True	Sat
2023-12-18 23:25:00	2023-12-18 23:23:00	-1 days +23:58:00	False	Mon
2023-01-15 18:30:00	2023-01-15 18:27:00	-1 days +23:57:00	False	Sun
2023-11-06 22:25:00	2023-11-06 22:27:00	0 days 00:02:00	False	Mon
2023-10-11 16:51:00	2023-10-11 16:44:00	-1 days +23:53:00	False	Wed
2023-11-02 08:10:00	2023-11-02 08:10:00	0 days 00:00:00	False	Thu
2023-06-06 16:29:00	2023-06-06 16:21:00	-1 days +23:52:00	False	Tue
2023-01-07 18:13:00	2023-01-07 18:10:00	-1 days +23:57:00	False	Sat
2023-12-21 09:10:00	2023-12-21 09:06:00	-1 days +23:56:00	False	Thu
2023-09-02 08:10:00	2023-09-02 08:05:00	-1 days +23:55:00	False	Sat
2023-10-05 14:35:00	2023-10-05 14:32:00	-1 days +23:57:00	False	Thu
2023-07-24 11:04:00	2023-07-24 11:11:00	0 days 00:07:00	False	Mon
2023-12-07 20:41:00	2023-12-07 20:34:00	-1 days +23:53:00	False	Thu
